baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sm_t00010679-RA	434.280414530652	4.58411317476969	1.26599993802257	3.15885732270739	0.00158389011416921	0.0289881126649688
Sm_t00003784-RA	76.6579149891741	4.44090819232643	0.626633295372209	6.15337266756003	7.58522810144309e-10	5.86498187513416e-08
Sm_t00004944-RA	783.107403252793	4.24978998320384	1.23737843679577	2.961737391104	0.00305908572920998	0.0499650669104297
Sm_t00016342-RA	167.11139788274	4.05739764384186	0.422106181279727	8.22636056480947	1.92987500232837e-16	3.65505315047719e-14
Sm_t00006617-RA	2035.6010997448	3.86848442301196	0.523520492887865	6.27193102776067	3.56597551473617e-10	2.93210162323868e-08
Sm_t00016579-RA	148.514131212849	3.86447010383377	0.433956753154571	7.55713577446198	4.12041801671789e-14	5.73998066857824e-12
Sm_t00016511-RA	31.6436404828451	3.80875099621718	0.996611478474636	3.23471188707488	0.00121765534194104	0.0234333950327539
Sm_t00017032-RA	233.833297531841	3.50713398960037	0.709259962272648	4.11997595386199	3.78911941389031e-05	0.00113849192229118
Sm_t00001651-RA	36.3278403200413	3.49390199893495	0.924795297107682	3.14545500829492	0.00165828699140181	0.030088359017297
Sm_t00005028-RA	970.379833170718	3.40842814602121	0.492332860167889	5.73479524616415	9.7630216717245e-09	6.25724309120107e-07
Sm_t00005691-RA	110.947149299975	3.38640786021643	0.474808075872145	5.90008469226372	3.633150292388e-09	2.58398233453554e-07
Sm_t00009980-RA	1311.50744218989	3.3831885256325	0.203635419203163	13.7411680963065	5.75398880967475e-43	8.81720321598888e-40
Sm_t00011201-RA	133.556003105256	3.24081847513551	0.539366152588214	4.92396206619796	8.48092836763024e-07	3.63751981080853e-05
Sm_t00003381-RA	544.559389383261	3.22321703256727	0.364340025325903	7.24108483608788	4.45109853117399e-13	5.39767747060926e-11
Sm_t00014778-RA	15.6775336010057	3.21415037158131	0.864111403147322	3.0426058052298	0.00234539348963593	0.039973662953795
Sm_t00015708-RA	64.8065690535461	3.19293762104848	0.455840357275296	5.72116439324714	1.05796467943127e-08	6.70415512650134e-07
Sm_t00019202-RA	376.75650715616	3.1288192534274	0.350850379598987	7.25043893734681	4.15423135041458e-13	5.07418287265131e-11
Sm_t00009880-RA	72.1733727536882	3.08051094235924	0.510815228615026	4.88534954043036	1.03245523930209e-06	4.38364370621562e-05
Sm_t00003960-RA	2056.38337889791	3.03430901606285	0.159987699665195	15.3093582893466	6.6213985332533e-53	1.59443276680739e-49
Sm_t00009038-RA	30.8875206824966	2.92566929073516	0.68164716015182	3.43384294334012	0.000595088891792911	0.0124761422388822
Sm_t00014866-RA	143.312929367925	2.92169664348828	0.357202461336702	6.54165885292065	6.08401625982987e-11	5.48407369388729e-09
Sm_t00007424-RA	1172.09198852486	2.91586093038442	0.280630696412463	8.30579462682368	9.91536088961684e-17	1.98968241851645e-14
Sm_t00009979-RA	2873.51801352573	2.88851722618489	0.167101527253482	13.7851356839522	3.13177211698259e-43	5.27891508038585e-40
Sm_t00010390-RA	47.6625968380321	2.87642306899106	0.511040653322072	4.48383715482403	7.33126190227766e-06	0.000257986953287667
Sm_t00020849-RA	103.289769142096	2.7886891276676	0.353967367214403	6.22568443246577	4.79458256661009e-10	3.8854559491721e-08
Sm_t00002835-RA	2500.97104247876	2.75497948691812	0.293903530950884	7.38330526311627	1.54407447348101e-13	2.00207071730738e-11
Sm_t00005032-RA	6865.9284647993	2.74600671177581	0.408733926020501	5.28707448587817	1.2428803994416e-07	6.39389066574794e-06
Sm_t00000580-RA	6451.31767116448	2.73964219975776	0.306066673065617	7.03978050983628	1.92542890429582e-12	2.13519931650068e-10
Sm_t00011397-RA	60.1992626253101	2.71565042048713	0.429194553260638	4.9642997663888	6.89493790770054e-07	3.03449277734204e-05
Sm_t00012802-RA	330.413322832287	2.68851646231377	0.426956709512674	4.92676755148013	8.36011110158006e-07	3.59484777367943e-05
Sm_t00007576-RA	151.013696343394	2.68192464861225	0.505011957553394	4.15222771906454	3.29254385429011e-05	0.00100724354279336
Sm_t00012491-RA	177.705193211654	2.66275721626615	0.319588586286262	6.50134987738596	7.96024496954167e-11	6.98843172951012e-09
Sm_t00005136-RA	2053.35077910803	2.65820218417935	0.660444689927875	3.1391003906864	0.00169467378944622	0.0307155068762425
Sm_t00006839-RA	2436.41863239912	2.65763285881839	0.506143884095072	4.09494794651924	4.22263249018982e-05	0.00124652702722661
Sm_t00002024-RA	257.212587624607	2.64081353944937	0.259433877932375	7.92422930973281	2.2956564690569e-15	3.86955854424231e-13
Sm_t00012774-RA	57.1134774790773	2.63884264851877	0.504094112592978	4.07432381615039	4.61482338209067e-05	0.00133045367742365
Sm_t00009319-RA	586.918436975234	2.63809380879931	0.526040078876658	3.90292278334309	9.50380292745888e-05	0.00248751711405663
Sm_t00000383-RA	82.221386048735	2.60493314980838	0.405202129988722	4.98500131246743	6.19613923097744e-07	2.76301912373957e-05
Sm_t00010937-RA	1174.92449240432	2.60320877746734	0.163408224652322	12.3507172405882	4.82790708585282e-35	4.7870118728903e-32
Sm_t00008590-RA	94.2598345107563	2.57812198003158	0.338247737334905	5.89249168593301	3.80415241969453e-09	2.69423500783072e-07
Sm_t00008832-RA	194.822291545649	2.57766443729121	0.276769883281329	7.1997155675559	6.03382931187339e-13	7.16241034372802e-11
Sm_t00005033-RA	28.6499275004619	2.57090343193419	0.666535719608511	2.97944037132865	0.00288775428619132	0.0478463458320242
