baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sm_t00012191-RA	2409.99816652289	11.4002951365748	0.778630313568433	13.8901542209534	7.26786653190799e-44	1.40007842830372e-42
Sm_t00005368-RA	2114.16399902722	10.5293062022802	0.521559160243107	19.0664970732083	4.79359673758525e-81	2.39926033690558e-79
Sm_t00009980-RA	246.230931700022	9.92116999571783	1.22783387331792	7.60377295219027	2.87619682850153e-14	1.78755597622066e-13
Sm_t00006630-RA	297.598080731024	9.83437319773255	1.19729055638262	7.72525361402474	1.11630863542201e-14	7.07764453235225e-14
Sm_t00021963-RA	545.287782824936	9.74480702070279	1.25506284870026	7.29828552425772	2.91457633616123e-13	1.72634201505839e-12
Sm_t00009520-RA	8603.16776083214	9.40086176485661	0.4509770932197	19.5483582146418	4.26011371257016e-85	2.35257679587166e-83
Sm_t00012155-RA	98.8020654422767	9.12572782333853	1.213459228648	7.0383310965086	1.94555947491087e-12	1.10232844804543e-11
Sm_t00009227-RA	3606.09675959525	8.80623109358703	0.358235230298327	22.9492534465151	1.49898371201027e-116	1.65557754379161e-114
Sm_t00002056-RA	218.772545873997	8.50459465082417	1.17046991911375	6.76616675191508	1.32239126315853e-11	7.15014884358596e-11
Sm_t00014160-RA	184.845947508065	8.36389543260962	1.35827637235425	5.72703434362682	1.02201484831696e-08	4.54542818578982e-08
Sm_t00012672-RA	374.41995365384	7.9780653663253	0.78192882505215	9.45490833623152	3.23305115262434e-21	2.8087025928436e-20
Sm_t00003505-RA	102.049850569495	7.96970397469148	1.20673838216041	6.11955671905516	9.38360260815965e-10	4.47877108641259e-09
Sm_t00014765-RA	124.078750142047	7.88030369638864	0.902627067771283	8.08230104865103	6.35559721545087e-16	4.29943564999488e-15
Sm_t00016974-RA	76.739364583534	7.86724278812669	1.18005340929991	6.17111287568505	6.78109880093986e-10	3.26387169770978e-09
Sm_t00013838-RA	737.115928626152	7.83230126968386	0.587379239100778	12.3383681057213	5.62851214402292e-35	8.06639798356641e-34
Sm_t00008666-RA	209.133881900128	7.8248973426674	1.04283297113447	6.94252823133442	3.85143950039868e-12	2.14548749842316e-11
Sm_t00008957-RA	82.0891439442696	7.73320173361731	1.17617648124439	6.07749079122426	1.22077689127978e-09	5.78176408171302e-09
Sm_t00006620-RA	2711.96411606223	7.68600861086721	0.271325621166741	26.1715372854647	5.60550201974712e-151	1.49784438647017e-148
Sm_t00017257-RA	184.954013748938	7.68133335042456	1.04872657514537	6.76661917282008	1.3182646134675e-11	7.13482190503628e-11
Sm_t00002913-RA	811.357734040862	7.6205874710102	0.716818362359219	9.81502126683031	9.7017531168078e-23	8.97927060816507e-22
Sm_t00008365-RA	313.543738127277	7.55098486826897	0.753714321483824	9.24220844650419	2.41461155676412e-20	2.01830825736182e-19
Sm_t00012480-RA	53.8434428032223	7.53557404313568	1.22589577656227	5.66979198070728	1.42971001769131e-08	6.28147404501503e-08
Sm_t00012844-RA	14446.4841847062	7.50304895609088	0.178308655924009	38.798166697186	0	0
Sm_t00008968-RA	18.7702708404746	7.50109638766439	1.45544536825398	4.7518763249501	2.01537637438271e-06	7.46283871130941e-06
Sm_t00009229-RA	1022.4709611113	7.49494461761556	0.388395468059294	17.791002176577	8.29823968138262e-71	3.28892193304942e-69
Sm_t00017272-RA	370.810499766518	7.44046495009023	0.549270320161342	12.4810402063532	9.47407776690642e-36	1.39765847163258e-34
Sm_t00005227-RA	64.6083168311324	7.42838753341648	1.17019878203222	5.84805559405209	4.97352344003058e-09	2.25434645228418e-08
Sm_t00002164-RA	220.293418781404	7.4156200424863	0.761519689586497	8.96972216988284	2.9726329194554e-19	2.36653577975097e-18
Sm_t00014287-RA	3654.3943209208	7.41260236615035	0.32019832482364	21.3230421174467	6.93974317936589e-101	5.60832806110023e-99
Sm_t00006735-RA	90.6413338459835	7.40629667305481	1.16597049174217	5.85031672873864	4.90637813886541e-09	2.22573840708059e-08
Sm_t00016322-RA	10372.8296713938	7.32923215490003	0.577251033229975	11.6833609065419	1.55041620524291e-31	1.96524447377653e-30
Sm_t00000506-RA	2448.07910954431	7.2769067903202	0.236446507627596	28.3019904056269	3.26636536341845e-176	1.45716376668393e-173
Sm_t00012245-RA	25.0213711270036	7.27389294638133	1.23069800889597	5.43504003259237	5.4784131315784e-08	2.30650242314763e-07
Sm_t00018119-RA	1801.60020244188	7.25623150106415	0.281874177383593	23.6674092071424	7.81273095670756e-124	9.80556922422532e-122
Sm_t00008900-RA	605.741313081809	7.20596850079887	0.465534253202282	14.2223014853473	6.66251982838906e-46	1.36775670380324e-44
Sm_t00000390-RA	1942.07224473831	7.10310636886805	0.265569352416719	24.5438952558055	5.02543746847011e-133	8.76383395159414e-131
Sm_t00013091-RA	36.3231618509446	7.09220078782184	1.13052324579823	5.75591949303731	8.61714483680849e-09	3.84694795234186e-08
Sm_t00012845-RA	302.568312253163	7.07890074368308	0.52262203495217	12.4256160463601	1.89758969576571e-35	2.76251041210461e-34
Sm_t00007422-RA	2710.19914696115	7.07473763331198	0.221194929650142	29.3394502467874	3.2577261283169e-189	1.86106030233883e-186
Sm_t00013949-RA	454.840804842173	7.07461669372162	0.414669925854149	15.6500780237538	3.3181246547254e-55	8.90946047890367e-54
Sm_t00006839-RA	2480.13364414315	7.02451054239512	0.670813144397021	9.59955927545732	8.02869840919771e-22	7.17816764949694e-21
Sm_t00012239-RA	18.1341900823763	6.94303198834521	1.2875119892252	4.93823128759474	7.8834310807007e-07	3.01627719893692e-06
Sm_t00012028-RA	863.192726464529	6.93488277650395	0.338044726779314	18.7841497691794	1.01803765072046e-78	4.73759262906907e-77
Sm_t00013839-RA	1811.13719257503	6.92887490057189	0.304273499846566	20.8492520833095	1.54823547859905e-96	1.14507219526565e-94
Sm_t00009659-RA	1227.50789833949	6.92334451718944	0.411621159546861	15.3984905056074	1.67534705893138e-53	4.23747705730018e-52
Sm_t00017104-RA	4218.05970015182	6.92141903867774	0.473445011351437	13.3836430562244	7.53611277646432e-41	1.3073380143213e-39
