baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sm_t00003108-RA	125.618685997915	-3.28227329836881	0.645451978555346	-4.17889074320581	2.92934361574806e-05	0.00400934635408044
Sm_t00001771-RA	191.603416757438	-3.15391417100824	0.410118823910172	-6.2638289716029	3.75637460113564e-10	1.74523323016227e-06
Sm_t00006755-RA	1580.44985588313	-2.10823735329759	0.200846164179308	-7.58409979857868	3.34803389153138e-14	5.22393728095641e-10
Sm_t00016915-RA	118.907643475059	-1.41622074042101	0.247942323792041	-3.35247620377306	0.000800921262452276	0.0471576394643127
Sm_t00010301-RA	6923.20627649866	-1.40903978104834	0.182971734867749	-4.50364523047212	6.67976820217597e-06	0.00127627045012283
