baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sm_t00001343-RA	216.752459737342	2.04110660163302	0.287437417235417	5.06582133821653	4.0664317650024e-07	0.000532905882803565
Sm_t00010584-RA	221.515906476751	1.66847628929184	0.248117276117057	4.36679100402779	1.26085266792074e-05	0.00826173710655067
Sm_t00001246-RA	116.210182492624	1.647612629825	0.253460549546164	4.1924182352152	2.75996570542069e-05	0.0157258045954513
Sm_t00003644-RA	354.589517333288	1.56768262300341	0.219554758096971	4.47579743441218	7.6126636547121e-06	0.00554244206638901
Sm_t00004999-RA	284.891900175555	1.54169220841814	0.236346558144483	4.04783643108227	5.16932495086609e-05	0.0260553859542693
Sm_t00010077-RA	185.116248379716	1.54090425463965	0.23190111462514	4.1220338944245	3.75541927711119e-05	0.019795340864373
Sm_t00004010-RA	614.392694232337	1.35250947175703	0.139405777600785	5.50557864219183	3.67957654290062e-08	8.0368084324521e-05
Sm_t00001755-RA	1831.87200331665	1.17405251774129	0.118952454944439	4.95199967093094	7.34547286233118e-07	0.000802186848840418
