baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sm_t00006244-RA	12.7678667796038	-7.97259604290201	1.64457734963636	-4.49209399882317	7.05262806674403e-06	0.000131158707658411
Sm_t00009708-RA	3.46939767517523	-7.2066004632795	1.75666485249513	-3.76941592124094	0.000163630017664023	0.00213650139381737
Sm_t00007672-RA	515.777731664017	-7.04669615967754	1.46753320767158	-4.40310047220656	1.06714713903789e-05	0.000189859712775465
Sm_t00012512-RA	7.79449369698196	-6.87312723598007	1.6843891225779	-3.73317967427639	0.000189077614273457	0.0024321335659594
Sm_t00001991-RA	13.5172351281155	-6.60245413761021	1.54046801259173	-3.9062506254098	9.37392875393185e-05	0.00130590544953213
Sm_t00008831-RA	146.300134146092	-6.55153999451444	1.47338727435373	-4.04953951915427	5.13185115436693e-05	0.000760420451676991
Sm_t00017232-RA	9.4753344453203	-6.52620075737411	1.64883334029746	-3.60327548708002	0.000314232175003888	0.00375573488850627
Sm_t00000714-RA	37.5697885738637	-6.50859954152012	1.49788481382616	-3.95464289833409	7.66490491489181e-05	0.00109219645102335
Sm_t00014027-RA	19.4723711616959	-6.49134152564077	1.13729303094923	-5.19333308559106	2.06562137821688e-07	5.76132108651551e-06
Sm_t00005126-RA	312.318616854745	-6.42260510970237	1.47744231209074	-3.95115603630002	7.77745931071156e-05	0.00110621419895198
Sm_t00009813-RA	32.1350296380695	-6.36613644710147	1.50018514995582	-3.85361530026592	0.000116386416253031	0.00158462238463878
Sm_t00004553-RA	31.028018212587	-6.20903533704007	1.56308703782744	-3.5980308203803	0.000320635630499806	0.00381316901119548
Sm_t00006618-RA	44.9394638703397	-6.15265502157594	1.51728096051012	-3.66949508132236	0.000243030013665156	0.00300713505409788
Sm_t00003108-RA	125.618685997915	-6.1194557861437	0.705485933106098	-7.84488467654729	4.333515402518e-15	5.5880860186354e-13
Sm_t00006234-RA	51.0720290602162	-6.10983581370505	1.50777481581731	-3.66423139300828	0.000248082433357895	0.00305752781017633
Sm_t00012499-RA	12.0213798883154	-6.06523659182352	1.4529214568468	-3.77187394817405	0.000162026107323513	0.00212088368504092
Sm_t00015707-RA	54.1558449369913	-6.05041497378924	1.5073439836606	-3.62585782212527	0.000288003790938921	0.00349162637919191
Sm_t00008592-RA	5.8936251295154	-6.0276705912061	1.64542371988647	-3.30776232615732	0.000940445869272948	0.0098680409537766
Sm_t00000715-RA	27.3421164474422	-5.9884946806215	1.51921715482475	-3.55676254935708	0.00037545323127875	0.00440465922379123
Sm_t00008589-RA	14.0740619086222	-5.94869717445756	1.4518095449304	-3.69449091527683	0.000220327770399822	0.00277016454596972
Sm_t00001364-RA	4.92154345823848	-5.84747796272732	1.73728713802804	-3.02913539594879	0.0024525474056952	0.0226440808889785
