Gene	Day49	Day56	Day72	Day91	Day126	Day189
Sm_g00005222	-7.87444182490777	-6.70757657268661	-7.04633525443179	-7.27420552129681	-6.49781460455933	-5.81910477842452
Sm_g00005223	2.43320118968758	3.38289869285218	2.69312476083918	2.48356738152322	1.86002826343414	NA
Sm_g00005224	4.53348639343326	5.41391716547296	5.11508490721864	4.68564328737381	3.93995581786381	2.76660867610884
Sm_g00005225	4.52617214139889	5.37138038575997	5.08164131170699	4.51381654070477	3.67019132424352	2.46311385285071
Sm_g00005227	3.30860153898321	2.87071291520187	2.74262229488679	3.28408914939851	3.19246599086927	3.11004871186583
Sm_g00005228	NA	NA	-1.57679145301445	NA	-2.38975130579607	-2.57092538985383
Sm_g00005229	4.70536223484673	4.93327162743407	4.91807426604314	4.73302871314991	4.15346380814364	3.58164045145976
Sm_g00005230	4.04416196800978	3.67381827589189	3.2576090951033	3.00727971872547	2.4114946355758	NA
Sm_g00005231	-6.64302026973608	-5.76110539238802	-6.3637723525019	-5.81602383355576	-5.65660092113033	-5.76074530717185
Sm_g00005232	-7.56852089377804	-6.90703701624259	-7.79304623944168	-7.02285945860563	-8.07087796688201	-6.92175129923263
Sm_g00005233	2.24123779810878	1.892076759212	1.28164624601482	1.19400150934686	NA	NA
Sm_g00005234	-2.61762304395049	-1.46218122899104	-2.10619436398417	-2.75114797031743	-3.28828942004057	-3.24751775017138
Sm_g00005235	NA	NA	NA	NA	NA	-1.59797566385244
Sm_g00005237	3.05539491439162	3.46372051322252	2.85915276484207	2.65152913477793	2.05872592615786	NA
Sm_g00005238	1.06594655298227	1.27981029228731	NA	NA	NA	NA
Sm_g00005240	1.33568506949088	1.24323095945178	1.64886581745376	1.51233384425796	1.84064266053808	1.63596283740712
Sm_g00005241	-6.87238236362153	-8.27508923260624	-10.4004803620828	-8.31972199267969	-7.96753026378892	-7.31435983630853
Sm_g00005242	-9.08936048613301	-8.49030319350682	-8.90926370246029	-10.4520205275953	-7.74967282724233	-8.3389870257829
Sm_g00005244	-9.52249644969075	-8.97767504417779	-9.85416815534339	-9.04968528148191	-10.1032048209465	-6.44924504650401
Sm_g00005245	-5.26236297637884	-5.70459324750106	-5.3007595606544	-5.55446018744592	-4.35294403558771	-4.3104646221558
Sm_g00005247	NA	NA	NA	NA	0.970954164285291	NA
Sm_g00005248	-3.29878951506545	-3.67282733833687	-4.11081096895579	-3.9409567135508	-3.24779495564863	-3.54813097920565
Sm_g00005249	NA	NA	NA	NA	-3.31417005589154	NA
Sm_g00005252	-2.57947936466041	-2.28461205982413	-1.92267565094813	-2.75001488386799	-3.66604262741285	-3.48171035813812
Sm_g00005254	NA	NA	1.43974021759918	1.29093556530145	1.1015218026543	NA
Sm_g00005255	-11.1954354395145	-8.5766640661633	-8.97039553622049	-9.45448183076257	-10.7494554013175	-11.1983928122711
Sm_g00005258	-7.77756155993449	-5.61554976193435	-7.96964279017988	-7.98736471938602	-7.11729390292893	-8.37359853457772
Sm_g00005260	-4.99896076356221	-4.95792846665793	-4.96147192138135	-4.4757282579822	-4.9613898225762	-3.68490856601271
Sm_g00005261	NA	NA	NA	NA	NA	-1.86639693436899
Sm_g00005265	NA	NA	-2.48737844474877	-3.26160034372898	-2.35222600885375	-2.79509313974965
Sm_g00005266	1.58335178222585	NA	NA	NA	NA	NA
Sm_g00005267	-3.56228821505816	-3.69767622159512	-4.80355478604461	-4.42110738899219	-4.85226606968425	-4.1315160618739
Sm_g00005269	-2.34753619743775	-2.37151793591847	-1.92885293393754	-2.10078071352043	-1.71012599816517	NA
Sm_g00005270	-1.73893526332059	-1.39882221863658	-1.16238081889615	-1.25556663241316	-1.32563343860332	NA
Sm_g00005271	-1.29715183875881	NA	-1.03860005581336	-1.77031721650222	-2.34591136292688	-1.77663257608555
Sm_g00005273	2.34645142363309	2.28587537593268	2.47564734192387	2.31510186562357	2.3248520408371	1.64299232989724
Sm_g00005274	NA	NA	NA	NA	-0.940805388289952	-1.02518585751278
Sm_g00005276	-8.3657780239929	-6.58409921814588	-5.65807396443084	-6.95623519015763	-8.94363961340602	-6.76502971052368
Sm_g00005281	NA	NA	NA	NA	NA	1.31357902167239
Sm_g00005285	NA	-2.72831063602964	-1.23492972101621	NA	NA	NA
Sm_g00005286	-1.81561526538647	NA	-1.38883679058638	-1.30385409451944	-1.8372227186575	-2.04060876620768
Sm_g00005288	-1.8460753843426	-1.44804399342358	-2.06004762893608	-2.12610171900508	-2.54329430731743	-2.13982605667277
Sm_g00005289	NA	NA	NA	NA	NA	-1.77725404203886
Sm_g00005290	NA	NA	NA	NA	NA	-1.48165191270936
Sm_g00005291	NA	NA	NA	NA	-1.40366009728851	NA
Sm_g00005292	-2.53064652690325	-2.36068641835644	-2.93579955505965	-2.42470133769143	-3.02575033560762	-3.04429022850124
Sm_g00005294	NA	-3.33933934409979	-3.80216530520613	-4.49943436390496	-3.15614276105411	NA
Sm_g00005295	-1.06902711802504	-1.21630123369097	-1.46398266901635	-1.26129163456008	-1.30964221035978	-1.35799975081721
Sm_g00005296	-2.41848874991237	-2.58101125798318	-4.72054410419593	-3.91350869958772	-4.23861149556513	-4.67063887389102
Sm_g00005297	-3.36871331840452	-3.44077864021054	-4.0040371022647	-3.46066642778838	-4.29235886220057	NA
Sm_g00005298	-3.49400829508465	-3.33121773466732	-4.09305280876375	-3.34839340123353	-3.93750250111424	NA
Sm_g00005299	-1.03888459239128	-1.09505467301498	-0.996739784233563	-1.27671889892447	-1.37198820759783	NA
Sm_g00005300	-3.78630923308495	-4.19140971792422	-3.71081362132879	-4.67721993472665	-4.60270922286005	NA
Sm_g00005301	NA	-1.79832598927703	-2.55326150204241	-2.16235037267584	-2.38247892950074	NA
Sm_g00005302	-1.53050123430175	-1.50888612144019	-2.41956482354159	-1.87389820958849	-2.19501262530625	-1.38289323715374
Sm_g00005303	-2.70291964225413	NA	NA	NA	NA	NA
Sm_g00005304	-3.61389235226456	-3.33595333986691	-3.99398418166672	-3.96732904650965	-3.86107336099373	NA
Sm_g00005305	-3.01377913646495	-3.44371197086584	-3.88217866893171	-3.83089096282485	-4.03942451459104	NA
Sm_g00005306	-4.2353587550094	-4.50305711434141	-4.17893342015159	-5.01259912846622	-4.01229167269267	NA
Sm_g00005307	-3.77064913847083	-3.83760291703456	-4.35860059220124	-4.03145320934862	-3.86470590816407	-2.59455650133931
Sm_g00005308	-1.39165259883762	NA	-1.70351575509248	-1.70056331571628	-1.29028655331063	NA
Sm_g00005309	-1.18089985347451	-1.10067971318411	NA	NA	NA	1.63194298229985
Sm_g00005310	NA	-1.0414944614422	NA	NA	NA	1.94004688158422
Sm_g00005311	1.92574756486642	1.53618452095242	1.55182059858643	1.71049466236213	2.34833143498979	3.32174685979859
Sm_g00005312	-2.43665520110502	-2.53757651430257	-3.11379932920707	-2.86417915936236	-2.64530915787432	NA
Sm_g00005313	-3.31952799560537	-4.67741813246476	-5.77592374750116	-5.39128885792987	-6.13657869695929	-6.2757221885445
Sm_g00005314	-1.81818412198125	-1.56673778180722	-3.09752041748159	-2.50144663382115	-3.01333765835363	-1.79154897513348
Sm_g00005316	NA	NA	1.95836577532211	1.73232579162118	1.41570393576025	NA
Sm_g00005317	1.43456773474444	1.23992771450278	1.52288470194274	1.47246095759371	1.24151650335343	1.23583769921251
Sm_g00005318	2.01482180786558	1.73716446010012	1.54154980494712	1.63555159508987	1.03428651844221	NA
Sm_g00005324	-3.45362330603395	-3.04464143980457	-2.97649320163627	-2.82606192968408	-2.5404838146599	-2.10211764900745
Sm_g00005325	1.37839047437654	NA	NA	NA	1.23042939194099	1.30549520627188
Sm_g00005326	3.66084606177337	3.91514426556879	3.93176714813873	4.11740375243271	4.15640840134511	3.41024348999806
Sm_g00005327	1.30670600967361	NA	NA	1.12535222547169	1.20203770055548	NA
Sm_g00005330	NA	NA	0.886312067477374	1.02154057655976	1.23615744273962	1.00464926449323
Sm_g00005334	NA	NA	NA	NA	NA	0.990912944399305
Sm_g00005336	-3.41492391267488	-2.3363201987757	-4.0159494934936	-3.73397676826504	-4.92857613287714	-2.28707100818566
Sm_g00005338	-7.77789214335213	-7.39277553710669	-7.31101419437324	-7.62449053221561	-5.91819872249571	-4.75991507189069
Sm_g00005339	-4.56383004968615	-6.79226882431818	-7.33428972069853	-8.31922937193831	-9.54064001280552	-9.55588363191765
Sm_g00005340	-4.49548768256007	-8.14519904008946	-7.88449300704574	-10.6382828740974	-8.89732393948173	-8.05740197982218
Sm_g00005341	-4.62498681550155	-3.4206644238577	-3.06701050440636	-3.5161454941644	-3.55657695065627	NA
Sm_g00005343	1.04343166812327	NA	NA	NA	NA	NA
Sm_g00005346	NA	NA	-1.65839357443753	-1.24635180770959	-2.18465973018728	-1.6727881467272
Sm_g00005347	0.985739993440471	NA	0.992926223384741	0.998066894383985	NA	NA
Sm_g00005349	-3.84919961571495	-4.15777149336809	-3.88734816600501	-3.9809088844821	-4.42373515064874	-4.4379166949398
Sm_g00005350	NA	NA	-1.41763072249835	NA	-1.23035464948978	-1.18804202402808
Sm_g00005351	-4.72888401458145	-4.84369526471745	-4.85391159168368	-5.99642729155177	-6.88269186395671	-5.77280021904486
Sm_g00005352	NA	NA	NA	NA	NA	1.17935634203852
Sm_g00005353	1.07643744571529	NA	NA	NA	NA	NA
Sm_g00005354	2.71140170003651	2.44436747917059	2.78514885001113	2.68707983144201	2.5552212135997	2.27264526426515
Sm_g00005355	2.12121801357586	2.59807840165751	2.17899300547479	2.09072838357627	1.48323718768925	NA
Sm_g00005358	1.27180601554694	1.83122236158284	1.86856468200853	1.64633763281912	1.76797271079319	1.28944080651654
Sm_g00005359	NA	1.55931586824752	1.59714771288081	1.47296210682202	1.3868260304898	NA
Sm_g00005360	-2.46487187821319	-2.10133777525733	-2.3521907762362	-2.13138244566372	-2.24815779480145	NA
Sm_g00005361	-2.19337503478749	-2.47583356428753	-2.87104749054121	-2.40327395143607	-2.48422745632662	NA
Sm_g00005362	-9.37896785874197	-5.78503662777504	-5.95001148184267	-6.58462702385316	-7.80505448295703	-5.05889266052091
Sm_g00005363	-6.68313456813957	-6.01029695067899	-6.13142865300248	-6.68202812223315	-6.56219986127029	-5.10812577871598
Sm_g00005364	-3.11393529763095	-2.94602702788353	-3.21747619211008	-3.5556603438734	-3.66425952175068	-3.3254672001929
Sm_g00005366	-11.0340181773923	-7.89412563377558	-8.94854090035906	-8.15819134075007	-9.68711513625684	-6.23792841726902
Sm_g00005367	-9.8693690911509	-8.7542495474844	-8.16151946877595	-7.34088371220475	-9.93970421501143	-9.67336201139712
Sm_g00005368	7.15051136945174	5.61676649767613	6.65189962460569	6.89726889427394	7.52190881237779	7.05236506364627
Sm_g00005369	2.54950853480169	NA	NA	NA	NA	NA
Sm_g00005373	1.50674013807547	NA	NA	1.12215985873781	1.44064058931304	2.68925415750017
Sm_g00005375	1.91563975757092	1.18860965626581	1.60342851145907	1.68955217746747	2.11611443684586	3.37923158829878
Sm_g00005377	-2.68060320023367	-2.84601171936485	-3.27918993396093	-2.6987554758688	-2.33768669091629	NA
Sm_g00005379	1.37129564507911	NA	1.26244530627032	1.13870985889984	1.5354643517097	2.75353761230679
Sm_g00005381	1.94401052000195	2.38110040511933	2.23223007949464	2.07958727564198	1.79925259119323	1.98751901182273
Sm_g00005382	2.47925440898559	2.92194544085353	2.74758845868294	2.72082907491048	2.84469840385445	2.60274243147696
Sm_g00005383	3.14481701148472	3.04372137960095	2.75624917878761	2.87676527337937	3.15199027608125	3.68684786746274
Sm_g00005384	NA	NA	NA	NA	1.17800592106115	2.35502258288823
Sm_g00005385	NA	NA	NA	NA	NA	1.59287406553438
Sm_g00005386	-2.18431736197879	-2.76242005964752	-2.42356997861977	-2.56769237029854	-2.42339660790928	-2.70266978169108
Sm_g00005389	5.77103581030741	2.43789164309714	3.32905661613684	3.54875672315773	3.03801007092543	NA
Sm_g00005390	1.67105417415127	1.11450179384011	1.27507553758996	1.48647748647683	1.76661552762123	2.08159870063276
Sm_g00005392	3.13235131468158	2.57578597344502	2.66575502401378	2.70422446572018	3.10549675757221	3.1612809177053
Sm_g00005397	1.33327326657241	1.42782365505065	1.6253554636996	1.68523838298304	1.97740252851871	1.87837975222626
Sm_g00005398	1.28007238967428	1.59168430538689	1.77282346806742	1.75672789250468	2.07491784328316	1.90999548892595
Sm_g00005399	NA	NA	NA	NA	NA	1.27237036240969
Sm_g00005400	NA	NA	NA	NA	NA	1.47322328877913
Sm_g00005401	NA	NA	NA	NA	NA	1.76573597850287
Sm_g00005403	NA	NA	1.45316177101401	NA	1.46848812986078	3.07860744162581
Sm_g00005404	NA	NA	1.03686089557241	NA	1.41458725322254	2.59561357462055
Sm_g00005407	NA	NA	NA	NA	NA	1.68362083593259
Sm_g00005408	-1.3359961806103	NA	NA	NA	-1.05405953315605	NA
Sm_g00005409	NA	NA	NA	NA	NA	1.83344170139118
Sm_g00005410	NA	1.00682562769961	0.922640618229555	NA	1.72608819478884	2.06904062155761
Sm_g00005411	-7.21047525298168	-7.04426335422792	-7.19303500365586	-6.73943814314479	-7.13681475103634	-8.04512765866561
Sm_g00005412	-1.47599763068186	-1.49895525259672	-1.35625168266729	-1.2691453225259	-1.07144930941048	-1.12970106658888
Sm_g00005413	1.37339118519589	0.97106945845804	1.31180226159696	1.2599814661287	1.53710164101733	1.73163498761658
Sm_g00005414	1.7254765367561	1.52395576904213	1.64280242509798	1.91374266006713	2.30045267377346	2.47354293290754
Sm_g00005415	5.27991225923782	4.49864065530085	4.41537306078591	4.46645893738797	4.92406656231672	5.37033624649376
Sm_g00005416	2.85578265631713	2.64463894708379	2.70866813860068	2.65711366320665	2.90379223185705	2.7325386503729
Sm_g00005417	-6.30466681946009	-5.43664968041378	-5.31047333548534	-5.39227910087198	-4.85363893107686	NA
Sm_g00005420	NA	NA	NA	NA	NA	1.97766826730698
Sm_g00005421	-1.98435642141481	-2.28818380502376	-2.17258580558715	-2.17303306607022	-2.20513858127677	-2.33588988762786
Sm_g00005422	-1.61677185255701	-2.00265537341037	NA	-1.70221437825745	NA	NA
Sm_g00005423	-1.57295759723312	-1.65137848999076	-1.0816795250492	-1.29285816907292	-1.07012434362062	NA
Sm_g00005424	-1.61007958705138	-1.75304829551539	-1.33016901971427	-1.45600693976467	-1.50635561816657	NA
Sm_g00005425	NA	NA	NA	NA	NA	-1.48187406890378
Sm_g00005426	NA	NA	1.20536357695617	1.08501152915279	1.37779721695302	1.03432763461094
Sm_g00005427	1.22609539303225	NA	NA	1.09475366961389	1.24366714523249	1.20636562957316
Sm_g00005429	-5.08994399245964	-4.74073747715538	-5.2986009682403	-4.84799198119003	-5.71583148231228	-4.63894896322794
Sm_g00005430	1.57424281865957	1.43440649177914	1.40963135309232	1.32279139014171	1.11860194657671	1.11136518868463
Sm_g00005432	1.7681467333495	1.592787733728	1.88060750339129	1.86424069030374	1.8309143922978	1.74365189994232
Sm_g00005436	NA	-1.71314641488243	-1.49382358038099	NA	NA	NA
Sm_g00005438	1.3925641408342	1.77281762200295	1.91539120846373	1.27934364125131	NA	NA
Sm_g00005439	-2.51236593701909	-2.60372544299874	-3.08391338512562	-2.59910025459883	-2.77359555200974	NA
Sm_g00005440	-1.45290770171393	NA	NA	NA	-0.943959507187089	NA
Sm_g00005441	-6.86685812732914	-6.52178522701972	-6.56500038399499	-7.12294700434781	-6.48832324366704	-5.85530308703592
Sm_g00005442	-6.39702402504933	-5.87789414592422	-5.79231836721584	-7.23499686860614	-7.91606480450437	-6.01833528550268
Sm_g00005443	-3.5493536888964	NA	NA	NA	-2.9886583380679	NA
Sm_g00005444	1.27618427936054	NA	1.11411799124146	1.12369262251669	1.15369321348285	NA
Sm_g00005446	1.95961528573165	1.08723908776494	1.34063433697626	1.63640592077893	1.84232687476622	1.97759574197546
Sm_g00005447	-1.99286272848073	-1.65568736254627	-1.46929112624552	-1.62869738386041	-1.86122713442926	-2.10338178336392
Sm_g00005450	-6.2912605561794	-5.39451624622856	-5.66030800071592	-6.18640957867498	-7.00418939553481	-6.33802273732338
Sm_g00005451	-5.30031951309876	-5.1473318451948	-5.53740349100483	-6.14528007547552	-6.92231772217937	-6.55643344680355
Sm_g00005452	-1.86348580786021	-1.5452832031387	-1.24165184784701	-1.46291906626124	-1.64750079980617	-1.25282455925981
Sm_g00005453	1.92394978936804	NA	NA	1.03465276379078	1.5475608593045	2.08231068667491
Sm_g00005454	NA	NA	NA	NA	NA	1.50020940867672
Sm_g00005455	NA	1.26149716149579	0.917402329165556	NA	NA	-1.1339373243815
Sm_g00005456	2.12838967720198	2.06144075856898	2.09457426015801	2.16128520637443	2.28397034837916	2.3219362680676
Sm_g00005457	2.65668132295439	2.49114354583062	3.13136973525823	3.28320420497097	3.60762125580994	3.99464621503168
Sm_g00005458	NA	NA	NA	0.90513533389576	1.31980624307676	1.37314500146841
Sm_g00005461	-1.43211819529733	NA	NA	NA	-1.08597250601143	NA
Sm_g00005462	-1.71973423840825	NA	NA	-0.998557741932588	-1.02327538622051	NA
Sm_g00005463	-1.45298892429942	-1.2187384446607	NA	NA	-1.11901859266855	NA
Sm_g00005464	-2.37980043941813	-1.23395639896101	-2.21841953965556	-1.96351227581595	-2.18694584828479	-2.41369955873947
Sm_g00005467	NA	NA	1.0576166294981	NA	NA	NA
Sm_g00005469	-7.36516507411414	-7.98658038127127	-8.1779548950387	-7.26880339795718	-8.62346907438944	-5.75730136507048
Sm_g00005470	-5.28716774355159	-4.45914567887383	-4.63916783981447	-4.75343416737436	-4.60858367224105	-2.79811620177491
Sm_g00005471	1.41821649464117	1.56006328619299	1.76897839239141	1.7582301940677	1.6307234876873	1.07642991601062
Sm_g00005473	NA	NA	NA	1.63991552135226	2.64377298041784	2.85149397520173
Sm_g00005474	2.65386251443117	2.20910996905258	2.47256658873187	2.70732844460549	2.97532602844608	3.03176584295797
Sm_g00005475	2.80890989747839	2.32525853306687	2.30653296499846	2.45428570793778	2.50718450030727	3.34515605617231
Sm_g00005477	-2.74509776437206	-1.67293270846898	-2.92637144500873	-2.56784100264872	-3.33426837656199	-3.51044643928276
Sm_g00005479	NA	NA	NA	NA	NA	-1.2683211348377
Sm_g00005480	NA	-1.661416930043	-1.89610016107215	-1.68179612864645	-2.26693744221195	-2.29694809196026
Sm_g00005481	-5.06979792291654	-5.34536847805775	-6.66361416107376	-5.24110443792224	-8.02684440096862	-5.35054059907563
Sm_g00005482	2.15058959080172	NA	NA	NA	NA	NA
Sm_g00005483	1.23551762159339	NA	NA	NA	NA	NA
Sm_g00005484	-3.66943055907971	-3.4142217556947	-5.05213813615327	-4.63294617594077	-5.65537706372861	-3.9055625541409
Sm_g00005485	1.47275966203507	NA	NA	NA	NA	NA
Sm_g00005486	3.71298677392186	3.59748615818041	3.5519397587537	3.58030359639069	3.72310045661597	3.88751793661455
Sm_g00005487	1.84378509938945	1.73507507784627	1.86731378430089	1.49548467376293	1.62131648664511	1.84792532870384
Sm_g00005488	3.96765239290379	3.92270069684673	4.11505936014678	4.44665107238632	4.66422938750828	4.07828791299239
Sm_g00005497	1.93230770956704	3.37696223257352	3.60570427566804	3.84736988701789	4.32351976643576	4.50426023944121
Sm_g00005498	-6.74401160532753	-4.3449742585105	-5.6084424716358	-5.16565906745529	-5.54565589036348	-4.42992033779739
Sm_g00005499	NA	NA	NA	NA	NA	-1.68393608527915
Sm_g00005500	NA	NA	NA	NA	NA	-1.4387890763047
Sm_g00005505	NA	NA	NA	NA	NA	1.20253896008565
Sm_g00005510	NA	NA	NA	NA	1.69847413735825	2.74958658849203
Sm_g00005511	1.21562385929245	NA	1.10462635433684	1.21285684520606	1.67679349506223	2.32304459168068
Sm_g00005512	-1.99917024080196	-1.36207410263552	-1.40135945548526	-1.36293864098212	-1.66415576147318	-1.61068933437931
Sm_g00005514	-1.15775775974881	-0.991341667713215	-0.807809405898882	-0.841388799423369	-1.03904430248321	-0.896975978468602
Sm_g00005515	2.10839298109345	1.80274114380676	1.74483684141583	1.95166810486577	2.09646152088714	1.75176773508675
Sm_g00005516	NA	NA	NA	NA	1.06477990286521	2.27051735065402
Sm_g00005517	NA	NA	NA	NA	1.46837225962321	2.49677520876626
Sm_g00005518	3.18125118864048	1.66859223111146	1.5204153653174	2.20670025383649	1.86810826581074	1.45104094004567
Sm_g00005519	1.11020570361649	NA	NA	NA	NA	NA
Sm_g00005522	2.35037747325197	2.19215723108223	1.98345971759866	2.04464997187501	1.71993837389548	1.55652313394
Sm_g00005524	NA	NA	NA	NA	-1.67868426707602	-2.42244377560988
Sm_g00005525	3.02812012838642	1.7679223719815	1.93240141688859	2.53098818615848	2.44030020051299	2.06881632878994
Sm_g00005531	-3.39874212992377	-1.94210663864568	-2.95542112113044	-2.58559502162985	-2.95913833631639	-3.42588094420773
Sm_g00005532	-3.63728692601708	-4.37397669027822	-3.98421333693939	-3.94751046731547	-3.8381545252324	NA
Sm_g00005534	1.50634160744631	1.69719281832582	1.6276118543626	1.54183754852567	1.48050469617367	1.06751784144143
Sm_g00005535	3.80998793881166	4.55756720600731	4.06259447203479	4.83063073527313	5.04467754429985	4.92575106133059
Sm_g00005536	-3.25308658663347	-4.98950887947421	-6.03902914919722	-4.43934305242433	-4.86171544443192	-7.55490994543776
Sm_g00005539	2.55053921676048	1.80312951150343	1.95421651297287	1.93693198728132	2.21716477977343	1.41645068761526
Sm_g00005540	NA	NA	NA	NA	0.970978322468671	1.05122803992795
Sm_g00005541	NA	NA	NA	NA	1.04774518215799	1.82892024521911
Sm_g00005542	-0.951936638611612	-1.26455940860878	NA	-0.89591738984991	NA	NA
Sm_g00005543	-2.92488242112187	-2.78382894765222	-2.50707068495633	-2.46085085442085	-1.76100861720419	NA
Sm_g00005544	NA	-2.38302092622689	-2.40776623831245	-2.36446767024453	-1.84721265261851	NA
Sm_g00005545	-2.53507276987786	-2.08999173462785	-2.96053705270456	-2.79993925685743	-3.35887713833038	-1.596964984617
Sm_g00005547	1.6281279208648	1.83194217480348	2.21995397712068	2.15460110339479	1.999975643585	1.04708640510671
Sm_g00005549	NA	1.35844903527796	NA	1.19156282169425	1.19843415551262	NA
Sm_g00005550	NA	1.23913409440601	1.02379590037	1.08819228995891	1.3341975935234	NA
Sm_g00005551	1.6570933088477	1.02618305313874	1.05143278797267	1.42359069582265	1.79866877368482	1.85304675645529
Sm_g00005556	NA	NA	NA	NA	NA	1.1403440500031
Sm_g00005557	NA	NA	NA	NA	1.32513312123937	1.31322154955708
Sm_g00005559	-6.56625619892245	-5.61431358843512	-5.68615863215635	-5.58850065915728	-6.1934025787584	-6.80084501196451
Sm_g00005560	-9.50809766498913	-7.14412282119661	-7.80328327649154	-6.98544255493125	-7.24186977889289	-8.3223881609132
Sm_g00005561	-9.1246219388511	-9.17567244312791	-5.42297475467174	-7.91996411845582	-8.97348363561601	-8.52044595021922
Sm_g00005562	-7.78835602970732	-7.42070670139649	-7.52105410871251	-8.34015773050382	-8.70988745127789	-6.65847883811237
Sm_g00005563	-7.67861855928588	-7.04936892734553	-5.83776811402581	-8.13875475759073	-6.40847910679982	-10.4019954155414
Sm_g00005565	2.67194933388534	2.32307529446566	2.57746331786923	2.79747762472911	3.02914241844946	3.02340791558758
Sm_g00005566	NA	NA	NA	NA	1.05819545942793	NA
Sm_g00005567	NA	-1.65573875741327	NA	NA	NA	NA
Sm_g00005568	1.57471532770128	1.25240071942138	1.22456546793537	1.33705704001495	1.72613330583324	1.75062552442929
Sm_g00005569	-1.09929403888947	NA	NA	NA	NA	NA
Sm_g00005570	2.32796624268105	2.15381659557183	1.91359366467811	2.03312348359612	1.38207705502341	1.36561967484627
Sm_g00005571	2.82702637226162	2.43520079793177	2.23822497018407	2.15256386630134	1.89692758700993	1.57829565517298
Sm_g00005578	NA	NA	NA	NA	NA	1.71181105207052
Sm_g00005579	2.14520162689792	1.6652481458409	1.80187294715505	2.01356742728776	2.38495619755163	2.80544950364916
Sm_g00005580	NA	NA	NA	NA	0.836616290720382	1.55525429699999
Sm_g00005582	NA	NA	NA	NA	NA	1.0579478143282
Sm_g00005583	1.43618682098098	1.59515971346314	1.27041730072672	1.53547737271053	1.4034344171892	NA
Sm_g00005584	NA	NA	0.998602812513118	NA	NA	NA
Sm_g00005585	NA	NA	NA	NA	1.12764459812133	1.84432901939894
Sm_g00005586	NA	NA	NA	NA	1.28779537686576	1.4078693027868
Sm_g00005587	NA	NA	NA	0.965518510278626	1.03682520479997	1.50230209214011
Sm_g00005588	2.30650481856008	1.91326824144577	2.18649626256559	2.23243661689669	2.52332898848819	2.6011525475394
Sm_g00005589	1.90370102676701	2.08201698989709	2.18925080534695	2.20934803385639	2.02243631785692	2.25155542379043
Sm_g00005592	1.60186012414318	1.38642246282202	1.59315429296048	1.82704123727694	2.05904627897765	1.55145706258631
Sm_g00005594	NA	NA	NA	NA	-1.22243379188683	NA
Sm_g00005596	-1.21823487039882	-1.1693075383971	-1.60804004584635	-1.18661779799134	-1.26582900694735	NA
Sm_g00005599	NA	-1.59402244966833	-1.94662435923801	-1.54859518934845	-1.69252224518954	NA
Sm_g00005601	NA	NA	-2.02066811869612	NA	NA	NA
Sm_g00005602	-3.35793773497721	-1.69475942430231	-1.9583569169034	-2.29263585854129	-3.48606862189966	-2.9866552606389
Sm_g00005603	-2.46988329059274	-1.90469394385391	-1.95057125923122	-2.22663535687524	-4.61963103774944	-2.69893070359431
Sm_g00005604	-1.77718792456608	NA	-1.84325993632035	-1.36423087344215	-1.85356041325324	-2.35264651347911
Sm_g00005605	-3.67060440724007	-2.97455529834185	-3.67640148421367	-3.7972358510587	-3.83055113067206	-3.70220163675115
Sm_g00005606	-3.58665524079482	-5.35864037795177	-4.47360130364428	-7.21470444614396	-4.28325470050537	-3.79562266181175
Sm_g00005607	-4.77264789037632	-5.43182379007644	-5.52202691415926	-4.29475558911276	-6.07769105970344	-7.39238062561252
Sm_g00005610	-6.83974769815943	-5.64089000876866	-6.12272061854153	-6.58787983045496	-8.49604327743423	-7.40807330998332
Sm_g00005611	1.743684763422	1.38519256666961	1.36941795134796	1.30848986490948	1.4633718249416	2.40060059284484
Sm_g00005613	-4.17349169655822	-6.52825536438053	-6.55320941866137	-6.65374920236387	-5.77406655698148	-8.86061136074513
Sm_g00005614	-2.17896934027387	-3.02356098066975	-2.8920873362822	-3.49585092569582	-3.56827405655524	-2.99604791966968
Sm_g00005616	3.89242829728164	3.28199958892798	3.40415608945537	3.49851164825395	3.52921852119432	3.32455505516136
Sm_g00005617	-4.17803315718372	-4.3656760995396	-4.21532130176986	-4.06942970050175	-4.33804745541712	-3.49283658941113
Sm_g00005618	NA	1.08704755144832	NA	NA	NA	NA
Sm_g00005620	-1.80926805519923	NA	-2.00693682028983	-2.30478512616554	-3.04107147588542	-3.06286422273133
Sm_g00005621	NA	NA	NA	-1.06468866832745	-1.19159150039668	-1.46505278634186
Sm_g00005623	NA	0.954680520449511	1.09013254101703	0.898662848872238	1.11180463953555	1.61930114847715
Sm_g00005624	4.30376575166265	3.88094856914378	4.54493626618259	4.82805585695164	5.66428272922598	5.96417598902011
Sm_g00005625	-1.64589814791985	-1.01001503805676	NA	NA	NA	1.10018256982174
Sm_g00005626	-2.43802860209035	-1.89114769980157	-1.62847305490338	-1.78596855155998	NA	NA
Sm_g00005627	-3.36204979280801	-2.86957888659547	-2.53370181085721	-2.74306525714359	-2.10225078363525	NA
Sm_g00005628	-6.15759032927705	-7.58371278458983	-5.21651940863756	-5.77947102562532	-5.20443748638553	-4.29712710456069
Sm_g00005630	NA	-4.89544823656943	-4.92157339848247	-5.26038059596162	-5.38835801958635	NA
Sm_g00005631	-5.60111966311595	-3.66890699479571	-5.65488963778256	-4.51752320804283	-4.97658656859673	-8.18085577673919
