Gene	Day49	Day56	Day72	Day91	Day126	Day189
Sm_g00010143	4.70770227378488	6.04384749043494	4.72673402969725	4.93455457860752	4.52847937206907	NA
Sm_g00010144	2.15699612851495	1.46574516716067	1.42417727806961	1.50128492943439	1.2708442166902	NA
Sm_g00010145	-1.69692598437051	NA	NA	NA	-1.57817185264315	NA
Sm_g00010146	-1.95015591874049	-1.23060251841363	NA	-1.39061923022295	-1.69405096178222	-1.60892172094565
Sm_g00010147	-2.02385392684036	-1.32494827815454	NA	-1.55308114405289	-1.95876285049094	-1.96343871458794
Sm_g00010148	-1.89709684280628	NA	NA	-1.53091089745444	-1.75940356618553	-1.75599873037802
Sm_g00010149	-1.69820663480634	NA	NA	NA	-1.47955731857396	-1.60717003366164
Sm_g00010150	-2.08843602160414	-1.46364908775304	NA	-1.30974644206133	-1.9442952457925	NA
Sm_g00010152	-1.77195883835749	-1.38437583320727	NA	-1.7631686820971	-1.77284849185074	NA
Sm_g00010153	3.20009974287115	3.40263238553933	3.42322149890294	3.24934761441631	2.93332509567798	2.30797711346493
Sm_g00010154	3.33257394676455	3.36072914064079	3.30132076782495	3.26657124413715	2.93829152675068	1.99651465987025
Sm_g00010155	NA	NA	NA	NA	1.0618111466049	NA
Sm_g00010156	-2.45327544861086	-3.00759619826334	-2.45128669975706	-2.66716435260554	-2.79278107756351	-2.038316923866
Sm_g00010157	-8.66704004015192	-7.83099938681591	-8.02980562480596	-7.90625970920226	-8.33713230089904	-7.27365655914596
Sm_g00010158	NA	NA	NA	NA	NA	2.18845309796381
Sm_g00010159	-1.19474488041059	NA	NA	NA	NA	NA
Sm_g00010160	NA	NA	NA	NA	0.887891481136556	NA
Sm_g00010161	-6.15994808249338	-5.2342728168884	-7.5377783214697	-5.33762419671242	-9.01194775968935	NA
Sm_g00010162	NA	-3.7557080014872	-3.17521126368112	-3.30481308962835	-2.95346957435445	NA
Sm_g00010163	NA	3.12345549855864	2.59528262254889	2.80067759100831	2.7153087614128	3.49654784398195
Sm_g00010164	1.87671152515317	1.79004054763182	2.07605587142859	1.92604927616278	1.88625760554715	NA
Sm_g00010165	2.49372435211738	2.07147051096038	2.27297010477066	2.2820447295505	2.28245209687632	1.88865288330113
Sm_g00010167	-1.94838077685084	-1.66368517539085	-1.58555734096287	-1.90228820336546	-1.34735442083566	NA
Sm_g00010168	-2.74114579023841	-2.31574263732005	-2.22483236359667	-2.27559618619158	-1.67473790220318	NA
Sm_g00010170	-3.39226886521136	-2.99159935326013	-3.7929483759428	-3.9427939306801	-4.44446788099325	-4.66710884170242
Sm_g00010172	-3.80322641584423	-4.22568049959921	-5.47066541550612	-5.9067238857976	-6.22492635537573	-4.96382147022108
Sm_g00010173	3.20286372041132	2.71220665386999	2.70930000669222	2.75265112499864	2.77534809630789	2.61437474397633
Sm_g00010174	3.28671969096602	2.96989432583709	3.34860183346865	3.52038228863034	3.75786069748904	3.49733471288304
Sm_g00010175	2.78024662576886	2.51503195834807	2.4848922070477	2.68387341827364	2.5234354715245	2.45261148285762
Sm_g00010176	1.8496904578381	1.22475400934247	1.21227980669617	1.47478826643805	1.22522137509556	NA
Sm_g00010177	1.35887075921215	1.06603431839689	1.31275872067386	1.29436488911681	1.5731236018001	1.69580491544645
Sm_g00010178	4.55119025228765	3.46786484595743	3.13294456060976	3.7139761512734	3.55707649266254	3.30338021267584
Sm_g00010180	-1.16328110777627	-1.12057953541462	-1.12451593841739	-1.13250926811161	-1.44064988410019	-1.95044920117392
Sm_g00010181	-5.1318791300504	-3.44786323626978	-3.27654571415041	-3.64862524533681	-4.5617645430583	-3.40429238339448
Sm_g00010182	1.28261812007584	1.27000069193512	NA	1.13674465256916	1.22433073899118	NA
Sm_g00010183	NA	-1.43475867878172	-2.60767589954475	-2.07832049538452	-2.60085535496698	-2.47642118673929
Sm_g00010184	NA	NA	-1.67154067047897	-1.44095556642485	-1.72657707757469	NA
Sm_g00010185	-2.4268223574507	-2.10664419749823	-2.7507533390256	-2.56690539688866	-2.38914240944872	-1.52468873244027
Sm_g00010186	-2.38741134238626	-2.51585706438801	-2.95343732119918	-2.82271308951518	-2.4517493043393	NA
Sm_g00010187	-2.26866969606926	-2.57220219097491	-2.68288119934382	-2.56647956056789	-2.37957856918357	-2.25477780413596
Sm_g00010189	-1.1136134002562	-1.03494832779326	NA	-1.10090659962239	-1.10100723796154	-1.49618146030416
Sm_g00010191	-3.11453728311561	-3.16665396797525	-3.77227156450253	-3.34863160954375	-3.97211123594473	-3.44115163535336
Sm_g00010196	NA	-1.36406868456185	-1.33559907400952	-1.3113792710801	-1.56870407378522	-1.47112002075493
Sm_g00010197	-2.27451336571552	NA	-1.3169405456273	-1.54247591900246	-2.26190040489035	-2.70885225065443
Sm_g00010198	-2.23018201918958	NA	NA	-1.63442858791506	-2.05550233450548	-2.32391874885449
Sm_g00010199	-2.2051008794087	-1.5245432093782	-1.89157951858701	-1.9624305841405	-2.41241405590677	-3.01890866270786
Sm_g00010200	-3.75616127451067	-6.22000821930455	-2.78158370843247	-4.1568500844896	-3.86578041712227	-3.63807680150153
Sm_g00010202	3.47275316732898	1.87849985001999	1.90353613326756	2.64167399266067	2.64830809460591	2.07837787992509
Sm_g00010203	0.953636649596038	0.904718773744413	NA	NA	NA	NA
Sm_g00010204	NA	NA	1.13777812326445	1.04471717020092	1.24124076394978	NA
Sm_g00010205	-3.61120237029902	-3.32584321254307	-3.88184949552229	-3.96045690203912	-3.62585799194483	-3.4303544289229
Sm_g00010208	-1.526649350452	NA	NA	-1.13642416685176	-1.18919629943625	-1.62389465705522
Sm_g00010210	-4.57428230071075	-2.89985234367012	-4.49532982033622	-2.54991817851813	-2.84277188166809	-3.41658763245486
Sm_g00010212	NA	NA	NA	NA	2.11641624658612	NA
Sm_g00010213	-1.26897774683816	NA	NA	-1.48745052238791	-2.40211640702662	-2.76346317369312
Sm_g00010214	1.89019959147712	1.1531872942254	1.42027143776636	1.15508153509854	1.55776038898798	1.41559729179568
Sm_g00010215	NA	2.08097062161046	1.86443994244276	2.05920223337678	2.19718457619334	NA
Sm_g00010217	NA	-5.58840718206335	NA	NA	NA	NA
Sm_g00010219	-3.61585896862607	-2.31335325255277	-2.58143616250404	-3.17390605960875	-3.37430617765241	-2.93856361926922
Sm_g00010220	-2.94439565303945	-2.5460600183862	-3.74770679036781	-2.62985721451526	-3.88235045181563	-2.94941108349197
Sm_g00010221	-5.39590801876048	-6.07127083591984	-6.39118792930516	-6.15734503670233	-5.25569849477127	-3.87176417088154
Sm_g00010222	-9.28865035768313	-7.62677602419478	-8.58481298152582	-9.50011813103538	-9.91073952832698	-9.32688650159221
Sm_g00010223	1.66440011675483	1.4981226900622	1.32641539992313	1.54137694832811	1.58563674781997	NA
Sm_g00010224	NA	-1.1897927981603	-1.09818066229899	-1.46898072125393	-1.07227474111662	NA
Sm_g00010225	4.04376247629598	4.16217424168631	4.32569017389795	3.92646228993821	4.14595676906865	4.4745569060116
Sm_g00010227	1.9909075615565	1.76551153737988	1.8048070072122	1.68115019389023	1.67763518618905	NA
Sm_g00010229	-3.40631067930586	-1.66826187957461	-1.69650567120492	-2.69693565170016	-3.98995336622758	-4.45809612777741
Sm_g00010230	-2.62108910259224	-2.19560799388431	-3.04578843342562	-3.32474319241374	-3.63071157289593	-3.35155847302038
Sm_g00010231	-1.65104043833799	NA	NA	NA	NA	NA
Sm_g00010233	2.94821320310163	2.87923290371873	3.1871699688152	2.90105282994101	3.15522525177357	2.6196417021495
Sm_g00010235	2.18400384314884	1.64679739958673	1.61785186600657	1.43762202858028	1.37279151537927	NA
Sm_g00010236	2.07695942014425	3.38880147800224	2.75307101462623	1.97864917386136	1.89191369693696	2.4897044828463
Sm_g00010237	NA	4.82853699209862	NA	NA	NA	NA
Sm_g00010240	3.79499651763221	4.41774524879078	4.47067277325608	3.99105329892862	3.9625814512072	2.78672570585429
Sm_g00010241	-1.74341122049991	NA	NA	-1.33130049764513	-1.80368312123792	-2.29782768688344
Sm_g00010243	NA	NA	NA	NA	NA	3.39284487555454
Sm_g00010247	2.26299363257264	2.37501356702095	2.28384882913619	2.15238440994915	2.11422593081031	NA
Sm_g00010248	2.12560598970106	2.19114161993484	2.42653693641423	2.35230345409423	2.04327082995213	NA
Sm_g00010249	2.35306981163109	2.97999958620143	2.9425998178016	2.35712143504995	1.50703757369704	1.16235214906359
Sm_g00010250	NA	1.15850287938403	NA	NA	NA	NA
Sm_g00010252	-3.27162677847003	-2.42818856185449	-3.24230146433665	-3.07910788511342	-2.93208251945861	NA
Sm_g00010253	-3.03468770274045	-2.74843121637939	-3.51536299215002	-3.77305242685138	-3.64202327534015	-3.99630314503171
Sm_g00010254	-3.81679013411952	-3.4793251718892	-4.94436021854617	-4.05424170483133	-4.63115001135328	-5.05275838096284
Sm_g00010255	-6.10214908823556	-4.82170333672478	-4.04181012904506	-6.15994589220647	-5.79051285195352	-4.75231262834657
Sm_g00010256	-1.35421241760158	-1.05190010848479	NA	-0.894489251734956	-0.943183277465663	NA
Sm_g00010258	3.12430694348795	2.91420701646415	3.64645681780274	3.41499148420893	3.60715399915395	3.15744647152878
Sm_g00010259	NA	NA	NA	NA	1.00155957032475	1.41879416364875
Sm_g00010260	NA	NA	1.11764223500694	1.0678171003792	1.11424664717066	NA
Sm_g00010261	1.84069460106697	2.02980207790418	2.36978203598767	2.31434390633421	2.26866180452234	1.83479665414532
Sm_g00010262	-5.23064525579166	-6.29819039272684	-5.21231582781144	-5.52748510183881	-5.28572287544494	-2.55042444214545
Sm_g00010263	1.83372349126711	2.58244101997038	2.56786466538082	2.12506242928744	1.80370965920014	NA
Sm_g00010264	-1.26272490733972	NA	NA	NA	-1.24299584017703	-2.36194777970965
Sm_g00010265	8.04044797256882	8.38272879222373	8.6789974510394	8.07065082443054	7.22738961989944	5.91582508397013
Sm_g00010266	2.46123103306467	1.35787607015571	NA	NA	1.04546848454395	NA
Sm_g00010267	-6.37279834557904	-5.36973492677922	-5.89385855372255	-6.05711173955108	-6.29393107875941	-5.27910549999599
Sm_g00010268	-4.77793132858771	-3.64175486399917	-4.91217575245107	-4.55168890072507	-4.80705102748465	-2.61550793109952
Sm_g00010269	1.43866002833961	2.16287281633337	1.91892737628811	1.6711759066056	1.15002046604954	NA
Sm_g00010270	NA	NA	NA	NA	-1.23418127763627	NA
Sm_g00010271	4.6827749963296	4.04483125493389	3.86812980970418	4.31164458817264	3.99796837148257	3.48004827962114
Sm_g00010272	1.96999151063715	2.54252399993712	2.48418613943524	2.41295988222854	2.2395174244803	NA
Sm_g00010273	1.55518803759541	NA	1.166168310013	NA	1.08601395292315	NA
Sm_g00010274	NA	-1.26476229758726	-1.25290376350377	-1.4086595449575	-1.76094055240293	-1.49771742313785
Sm_g00010275	-2.35102603474921	-1.74547997591409	-2.71977389913104	-2.79815588127987	-3.27176042152718	-2.99482537707905
Sm_g00010276	NA	NA	NA	NA	1.15043315709505	1.68383996567711
Sm_g00010278	-3.63447285669619	-3.51949346369894	-4.27509877954021	-4.49558918292725	-4.71647798085549	-3.62747573384714
Sm_g00010280	-3.91118267619968	-1.726082505743	-2.72573296022567	-2.59841274165548	-3.13757275687916	-2.42977026191857
Sm_g00010281	-2.47373183323132	-1.69531117579448	-1.65987577405518	-1.8672349376903	-2.07830698196627	-1.90726584817703
Sm_g00010286	-5.6102620961763	-2.7998882648866	-3.57441554075752	-3.91945060877861	-4.54383919504786	-3.92734683399229
Sm_g00010287	-6.50048045837744	-4.9054313082756	-6.6204517802395	-5.6364534061416	-5.20616198762287	-3.99184902247088
Sm_g00010288	4.88422872122835	3.97787942439701	4.37729355863433	4.46546538863058	4.64903196531913	3.7103051681101
Sm_g00010292	NA	-1.02315833713614	NA	NA	NA	NA
Sm_g00010293	0.96864958590036	0.953147625158638	1.4490966583816	1.36897549115354	1.62312983800859	1.76792910324295
Sm_g00010295	1.65203817889745	1.97104196082092	2.18718911012889	1.84403332063932	1.48776930220333	1.11903824839617
Sm_g00010296	1.1157678280602	1.69804040725085	1.63333965126623	1.26721813335139	NA	NA
Sm_g00010297	-4.56370378409797	-4.88408529685817	-4.15147769193113	-4.8885037682824	-4.26692305584782	-3.5708628521723
Sm_g00010299	-2.76022446363561	NA	NA	NA	NA	NA
Sm_g00010301	-2.04561985195463	NA	-1.14205642344189	-1.64640591552395	-2.3987625945619	-2.43816972617015
Sm_g00010302	-6.30717889462536	-6.68752971707519	-6.35173391563035	-7.28945552099021	-7.42534964370461	-11.2765070251539
Sm_g00010303	-1.70016338596913	NA	NA	NA	-1.31308742268332	-1.96124279792625
Sm_g00010305	NA	NA	1.00365128285558	NA	1.05725643652036	1.29494568139989
Sm_g00010306	1.21308312194821	NA	NA	NA	NA	NA
Sm_g00010307	-1.46452644147707	NA	-1.58212315389913	-1.54814096732445	-1.78875543063811	NA
Sm_g00010312	1.2241194923943	NA	NA	NA	1.07309917942099	1.56989816529555
Sm_g00010313	2.82514365686709	NA	NA	NA	2.1254940209481	2.30504235255409
Sm_g00010314	-6.28964648103603	-8.33264750712661	-5.53330426986647	-5.85708102720222	-5.30576955335703	-3.67198327559271
Sm_g00010316	-3.66497535806344	-3.38074006394253	-3.40527599350467	-3.44612988083482	-3.45503544501971	-3.42270271724203
Sm_g00010318	-5.66682908371773	-3.66383371442527	-4.70281024896594	-3.79737154057189	-4.50519793599866	-6.04632534438729
Sm_g00010320	NA	-3.74307174578531	-2.56844530080728	-2.56915836588017	-3.27199150917038	NA
Sm_g00010322	-6.46216820282573	-4.37988431151012	-6.11692488010686	-5.39406128327523	-7.00033534509345	-6.55760173961087
Sm_g00010323	NA	NA	NA	NA	NA	-6.00411727010234
Sm_g00010324	-1.66210608573575	-1.84294678436447	-1.95083162308369	-1.94442039920578	-2.01311358134987	-2.19862704173459
Sm_g00010326	NA	4.50081220705709	5.82391820355872	5.55657868092307	6.8783093304927	9.49036667859574
Sm_g00010329	-3.98430590449014	-3.24440500714338	-4.03849762710968	-2.79609062858489	-3.01738739401553	-5.47227674889302
Sm_g00010330	1.32423042639102	1.41704015290634	1.39467727349742	1.43492799978219	NA	NA
Sm_g00010338	NA	NA	NA	NA	NA	1.40991064434644
Sm_g00010339	NA	NA	NA	NA	NA	1.52786896884614
Sm_g00010340	NA	1.14051581158539	1.25036399940432	0.913439405900518	1.27295487978822	NA
Sm_g00010341	-2.36731679119232	-2.35030520695751	-2.96074893404356	-2.63356753126748	-2.525639480817	NA
Sm_g00010342	-2.44037727175746	-1.72346506117073	-2.67903783746977	-2.82771246120974	-2.10279906824004	NA
Sm_g00010343	-3.76589666546031	NA	-2.15801664412523	NA	-2.75996166716801	-2.61098917028041
Sm_g00010344	-1.51851576074277	-2.15927149277421	-2.12000857560637	-2.37488929697924	-3.24404494609329	-2.70465407443127
Sm_g00010345	-4.55919430035263	-4.35785142674524	-4.60269043926272	-4.87286221244368	-4.89806906897098	-3.48699931388418
Sm_g00010346	-4.37782131865458	-4.64893124412529	-5.4171087806655	-4.74511444671203	-4.88628495910932	-2.76772540062387
Sm_g00010347	-3.87670216703107	-2.1487444831717	-2.62306018970711	-2.27456721889741	-3.92064474245121	-2.86411403888184
Sm_g00010348	-4.17368627842644	-3.41195830621474	-4.08213658885235	-4.61873427131908	-5.73447356105588	-3.95631095338894
Sm_g00010349	-1.93437881484665	-1.8165439100691	-1.66926119994665	-2.3002855562231	-1.60740366933857	NA
Sm_g00010350	NA	-2.15922351890753	-2.02310572841026	-2.05379739198315	NA	NA
Sm_g00010352	3.10220933542738	2.4685484544133	3.03277967205057	3.31613260328482	3.67580994297895	3.79184290037208
Sm_g00010353	6.95432894993709	6.0427925861923	6.1700483975837	6.11485222379564	7.20076085698937	6.12564021788514
Sm_g00010354	6.45586728198367	5.86708242007193	6.52121431105906	6.58217578905545	7.04081410348701	6.21231206801113
Sm_g00010356	2.42229208339109	2.23256786976798	2.34640142366049	2.18517101868735	2.60901790764285	3.49130139725117
Sm_g00010357	NA	1.49279273101117	1.89351649973037	1.66242295973475	1.93187631360082	2.93124642688812
Sm_g00010358	NA	NA	-1.82172285793224	-1.95731118315771	NA	NA
Sm_g00010359	3.16203438501764	3.33369413478833	3.95706570098319	3.88111294592133	4.50227053997094	3.93518721747437
Sm_g00010363	-1.80166725703757	NA	NA	-1.70566773617918	NA	NA
Sm_g00010364	-6.11887416219398	-5.69039800816574	-5.86097614960786	-6.3743276684364	-6.85424888300903	-4.71245331903406
Sm_g00010365	-1.1345732964609	NA	-1.20559070492658	-1.2815172583768	-1.28158336243972	NA
Sm_g00010366	-2.40453020363232	NA	-2.09495292269789	-2.22321540460901	-1.97373494011702	-1.7048801254299
Sm_g00010369	NA	NA	NA	NA	-0.982118117198891	-1.32116725302549
Sm_g00010375	-6.45579878274343	-4.25555061336467	-6.64958613252127	NA	-3.7589731073501	NA
Sm_g00010376	NA	-1.41016483792894	-1.34592842114516	-1.33432565017964	-1.22896530257097	-1.41180800884486
Sm_g00010377	4.13739097508472	3.59010675381862	3.91019134854949	3.79631067204361	4.50544047590318	4.11676239840438
Sm_g00010378	3.96965400512288	3.65036283663145	3.90821939934244	3.90591351965231	4.27428354128682	4.18691558190498
Sm_g00010379	3.68560218854539	3.83608274874372	3.93181287093382	4.00038011741038	4.49993075369888	4.29191131285647
Sm_g00010380	-2.56222894255243	-1.72775839710938	-2.2826942462599	-2.77945785522364	-2.96768809492804	-3.41752008512779
Sm_g00010381	-5.99365009412452	-4.26303403756459	-4.95590763756793	-4.54686699003771	-6.43870781537401	-5.81053840243663
Sm_g00010382	-3.83860177796327	NA	-2.3299993887222	-1.7255888761	-3.21758150792855	-3.69232025792921
Sm_g00010383	-2.30290746735184	NA	NA	NA	-1.50099812263368	NA
Sm_g00010387	1.76807351375586	1.80197737907365	NA	NA	NA	NA
Sm_g00010389	-2.40563156602207	-3.47831448024035	-4.59214644549793	-4.78335935845238	-4.18441102878145	-6.02607742182435
Sm_g00010390	-3.6692581115764	NA	NA	NA	-1.76790485162519	NA
Sm_g00010391	-1.05175799754437	NA	NA	-1.00327129918985	-1.45807831096334	-1.46543854013093
Sm_g00010393	2.07025746505063	1.46606897640309	2.0031872564417	2.15134634194608	3.22262156605049	3.17218054338629
Sm_g00010395	-3.13487585249796	-3.08900219381259	-3.10587991966226	-4.09725572146283	-4.88713334129858	-5.0399668022822
Sm_g00010396	NA	-2.33512770198777	-2.17304597073508	-2.42931715332663	NA	NA
Sm_g00010397	-5.76707220439602	-5.40524415223601	-5.59579682476549	-6.54419960158497	-8.80666809472389	-7.58795210972451
Sm_g00010398	-1.76193237669743	-1.50570826343345	-1.4711780540465	-1.8710644848522	-1.88261084737423	-1.93705251507389
Sm_g00010399	2.64597446080813	2.7836835898834	2.94271965466761	2.8091261076316	2.99159362067139	2.68422193438546
Sm_g00010400	1.7832198646969	1.43063901162367	1.90420759854554	1.8811517602137	2.27061134626458	2.3275699373967
Sm_g00010403	1.68525006415581	1.48162044146372	1.60084890647939	1.59912776332345	1.94232126437363	1.75340882690623
Sm_g00010404	0.920439440586138	NA	0.98651826081913	NA	1.08721329600429	1.67648354007101
Sm_g00010405	4.34970093560641	NA	4.65997305266929	4.8165565636328	5.12242200202134	5.38679387464329
Sm_g00010406	1.47284278512307	1.56216170980684	1.60726985251602	1.42621355628912	1.69488336848787	1.59901561358463
Sm_g00010407	NA	0.91164934210224	1.0709806615044	NA	NA	NA
Sm_g00010408	NA	NA	NA	-1.21725453498244	NA	NA
Sm_g00010409	NA	NA	NA	NA	NA	2.03261880532632
Sm_g00010410	-2.41761679598808	-2.18462767923465	-2.0223893950649	-2.12031589307809	-1.68228730532571	NA
Sm_g00010411	-1.03213956379025	-0.985838933595106	NA	NA	NA	NA
Sm_g00010412	-3.12942135218928	-3.02617486910917	-3.78852782127718	-4.28473995794971	-4.60327895258736	-4.54463401013268
Sm_g00010413	-4.70775782765084	-5.58687643510929	-6.84859412134637	-6.67800094169059	-6.34795869525862	-7.25510254818228
Sm_g00010414	3.29450691465189	3.04110129986702	3.46600407978197	3.65629548578512	4.42659257862359	5.04111345231712
Sm_g00010415	-1.79716875720793	-1.24732520996551	-1.10137124841709	-1.60166300996149	-1.47939793658611	-1.35067262073086
Sm_g00010417	-1.31726537304157	-1.08448334767648	NA	-1.00658002645171	-1.34750688690431	NA
Sm_g00010420	NA	NA	NA	NA	NA	1.26614102645005
Sm_g00010421	-2.1751354068462	-1.63209571403499	-2.36713722851543	-2.16738536528356	-2.80651095988258	-2.49339584643514
Sm_g00010422	-1.3096764640621	NA	-1.30616383436385	-1.07259408442476	-1.66644381420984	-2.49840023202036
Sm_g00010423	-3.21807216999442	-3.86274690594935	-4.31266768635546	-3.93566477407579	-4.96539441014452	-4.81849515303942
Sm_g00010424	-0.93458826002449	-0.935423309372625	NA	NA	-0.971984240954967	-1.29767187733749
Sm_g00010425	2.05597243256053	1.77733452458509	1.66329054336672	1.81842634971375	1.75223457280929	1.19652801665734
Sm_g00010426	3.98352742229749	3.72025751808283	3.86429933408932	3.78839715647073	4.08581744662776	3.24714580116089
Sm_g00010428	NA	-1.02120998435565	-1.27607568117262	-1.17866405755031	-1.36443751565168	-2.25966659669044
Sm_g00010429	3.21841449236019	3.19167225500213	2.83979606062563	2.56001086042707	2.14756236032741	NA
Sm_g00010431	-6.47912678500931	-6.60131054053704	-7.22658526607254	-6.37509999558197	-8.65791559046554	-6.19605988663815
Sm_g00010432	-1.96581244059283	-1.37395930793215	-2.62673108075363	-2.14892715783152	-3.50247866169914	-3.23158591225553
Sm_g00010433	NA	NA	NA	NA	-1.34078150962556	NA
Sm_g00010434	NA	NA	NA	NA	-1.56560833844577	NA
Sm_g00010438	NA	-1.32975639703461	NA	NA	-1.38823198206448	-1.8373809864893
Sm_g00010439	NA	NA	NA	NA	NA	-1.44135794905361
Sm_g00010440	NA	NA	NA	NA	-2.67929678900772	NA
Sm_g00010441	NA	NA	NA	NA	-1.67697911605544	-1.59154199939984
Sm_g00010443	-1.41823088964096	-1.02743762053571	-1.19344707924773	-0.956630989557752	-1.87042090150385	-2.21282374696181
Sm_g00010444	-2.80681954106111	-3.19500980731631	-2.98553777266593	-3.31385406997691	-3.05630784981326	-3.99306680202273
Sm_g00010446	NA	-3.18264072911124	-3.04771132237596	-3.18449242007963	-4.49391620416093	NA
Sm_g00010447	NA	NA	NA	NA	-0.953805168295408	-1.18104630231031
Sm_g00010448	1.49342493486431	1.57648802041615	2.37542845455274	2.3724758939394	2.17443242899414	1.30962474857306
Sm_g00010449	2.67659041949429	2.07182444195746	2.06217905538022	1.93713012498411	1.83075787371308	1.32960030993168
Sm_g00010450	-1.79540712346932	-2.41155521371669	-2.63697346098547	-2.51594122003924	-2.13186716639863	-2.39754459197841
Sm_g00010451	-9.9145348253092	-10.7808589403093	-9.94179233223718	-10.6849888013048	-8.62216293610711	-5.82804289363114
Sm_g00010452	1.43661336931979	1.46927523479849	1.66717933755001	1.70043026748186	1.60224748613686	1.46973723246103
Sm_g00010453	NA	NA	NA	NA	NA	0.969398349665361
Sm_g00010455	-2.93778302321347	-2.75741499854693	-3.2657987775965	-2.98148451719137	-3.47246390673624	-3.65099382543564
Sm_g00010456	-2.67721427478107	-2.85288966579734	-2.39918922822155	-1.84721856624566	-1.56346725526328	-1.77876522454461
Sm_g00010457	2.2878446525575	1.38651185144359	1.90868567526331	2.26700714739088	2.14920409748802	1.92321239948385
Sm_g00010459	-5.08170723806976	-3.83707735532773	-4.83074298079809	-5.10695560318452	-6.12060591019295	-6.43672252705436
Sm_g00010460	-7.91741239492831	-7.62037577090293	-8.39113668685999	-6.47912108147522	-6.62765419286093	-5.68997641470079
Sm_g00010461	-8.81485433092629	-8.74195804867542	-8.62172216850518	-9.22132845209265	-9.99247770052903	-10.3473537616036
Sm_g00010462	2.24748471089992	3.55253558208662	3.01049287072055	2.4054671791671	2.44609011296682	2.19115645021869
Sm_g00010463	1.2008898601159	0.861325716214048	1.06480002038335	1.12068130613986	1.27234666741032	1.0907039447768
Sm_g00010469	NA	-1.35993271466874	-1.63548567936744	-1.23753519479906	-1.52432495628903	-2.0403961059809
Sm_g00010471	-1.77198640353236	NA	-1.156333697072	-1.04772037090738	-1.55165462391267	-2.00250348888157
Sm_g00010473	-1.88916692455545	NA	-1.58993585493808	-1.25663770291689	-2.15730840560535	-1.81257955743863
Sm_g00010474	6.5680064057518	6.41673821393417	6.22481051267242	6.22466180159058	5.85015259717897	5.13612561528594
Sm_g00010478	0.903231089699251	0.983706201206858	NA	0.887914840879053	1.04370133794613	NA
Sm_g00010479	NA	NA	NA	NA	NA	2.27746286568478
Sm_g00010483	NA	0.948636307783566	1.4070444953513	1.13661158766352	1.23840916142316	2.06702096000242
Sm_g00010484	NA	NA	NA	NA	-1.0831474591667	NA
Sm_g00010487	NA	NA	1.08562905480688	NA	NA	NA
Sm_g00010488	1.52624598594739	1.66365945909119	2.14523587374153	1.70423818785051	1.61874608413241	1.2757740022316
Sm_g00010490	NA	-1.04700138579089	-1.00202210981631	NA	-1.0398799072903	-1.80021488250034
Sm_g00010491	2.38577770758915	2.31422852375469	2.36179401972063	2.49198707408924	2.08746679016718	NA
Sm_g00010493	-1.32494463463086	-1.32420348619918	-1.59086949136301	-1.5530445185654	-1.34105685523775	NA
Sm_g00010495	NA	NA	NA	NA	NA	1.68511653124901
Sm_g00010496	-3.04753640670238	-2.26520517057049	-2.20059372533851	-2.20520089461413	-1.59315401143306	NA
Sm_g00010497	4.75478198248407	2.77814959481369	2.74416652609223	3.43860676247823	2.75174522144303	3.18319742165228
Sm_g00010498	NA	NA	NA	NA	NA	-2.0547765930451
Sm_g00010499	NA	2.11083404676308	2.28795286793481	NA	NA	NA
Sm_g00010500	NA	NA	NA	NA	-1.67170721942574	NA
Sm_g00010502	2.318490749695	2.55185949246881	2.07329398825979	2.47676387601826	1.69449514504736	1.85838968952938
Sm_g00010503	1.53157921309923	1.74102637150205	1.69857674869996	1.63579449231986	1.79909000664017	NA
Sm_g00010504	NA	1.23528250873339	NA	NA	NA	NA
Sm_g00010505	NA	NA	1.6361023551276	1.62358626362549	1.66366562957599	NA
Sm_g00010506	6.14896820409879	6.26840266300979	5.98192011098881	5.68611973662212	5.05152496015456	3.70300216618576
Sm_g00010507	NA	NA	NA	NA	NA	-1.2169149862768
Sm_g00010508	2.12891279776453	3.12381090192549	2.56865354401943	2.20072652740355	1.69600264414011	NA
Sm_g00010509	2.44972828250579	3.35942315622463	3.13355285129829	2.60540127336586	2.06001131719087	1.58249610526929
Sm_g00010510	NA	NA	NA	NA	NA	1.59393690249331
Sm_g00010511	NA	NA	NA	NA	NA	1.29043154274686
Sm_g00010512	NA	NA	1.17588664124838	1.19143245336947	1.02447415789524	1.23363977510554
Sm_g00010513	1.01346388254994	1.11045127743478	1.29503484160013	1.1448802844233	1.22841822477891	NA
Sm_g00010514	NA	NA	NA	NA	NA	2.03335000885299
Sm_g00010515	NA	NA	NA	NA	NA	1.84426140546323
Sm_g00010516	1.13961639117018	NA	NA	NA	NA	NA
Sm_g00010517	1.52316849076632	1.22737872805853	1.82061329453302	1.78109740134615	1.86175972833098	1.38500209969474
Sm_g00010518	-1.28141974743346	-1.13755501585321	-1.67163647376195	-1.88419159851674	-2.14593118528712	-2.33427551065241
Sm_g00010519	-3.89116959543131	-6.08220868388238	-6.57957380967824	-6.10650958883048	-5.70015187456982	-2.87441386003543
Sm_g00010521	NA	NA	0.963034920886688	0.948102203157941	1.11173392732354	1.17487438154846
Sm_g00010522	-2.84118114950558	-3.08542720916278	-2.61876284909211	-2.90309743150574	-4.16179175738129	-4.58790465659706
Sm_g00010524	1.83988436288576	NA	NA	NA	NA	2.07789427323963
